PHI,T,P,NH3,H2,CH4,LBV,REF NO
1.2,460,3,80,20,0,23.25,1D
1.3,460,3,80,20,0,20.58,1D
1.4,460,3,80,20,0,17.85,1D
1.5,460,3,80,20,0,15.4,1D
1.6,460,3,80,20,0,13.33,1D
1.7,460,3,80,20,0,11.56,1D
0.7,460,5,80,20,0,10.16,1D
0.8,460,5,80,20,0,13.88,1D
0.9,460,5,80,20,0,16.5,1D
1.1,460,5,80,20,0,20.49,1D
1.2,460,5,80,20,0,19.37,1D
1.3,460,5,80,20,0,17.06,1D
1.4,460,5,80,20,0,14.73,1D
1.5,460,5,80,20,0,12.72,1D
1.6,460,5,80,20,0,10.99,1D
1.7,460,5,80,20,0,9.52,1D
0.7,460,7,80,20,0,8.6,1D
0.8,460,7,80,20,0,12,1D
0.9,460,7,80,20,0,14.32,1D
1.1,460,7,80,20,0,17.96,1D
1.2,460,7,80,20,0,16.85,1D
1.3,460,7,80,20,0,14.81,1D
1.4,460,7,80,20,0,12.8,1D
1.5,460,7,80,20,0,11.06,1D
1.6,460,7,80,20,0,9.53,1D
1.7,460,7,80,20,0,8.27,1D
0.7,460,9,80,20,0,7.53,1D
0.8,460,9,80,20,0,10.67,1D
0.9,460,9,80,20,0,12.82,1D
1.1,460,9,80,20,0,16.14,1D
1.2,460,9,80,20,0,15.06,1D
1.3,460,9,80,20,0,13.2,1D
1.4,460,9,80,20,0,11.44,1D
1.5,460,9,80,20,0,9.87,1D
1.6,460,9,80,20,0,8.53,1D
1.7,460,9,80,20,0,7.39,1D
0.7,480,3,80,20,0,14.32,1D
0.8,480,3,80,20,0,18.86,1D
0.9,480,3,80,20,0,22.19,1D
1.1,480,3,80,20,0,26.83,1D
1.2,480,3,80,20,0,25.55,1D
1.3,480,3,80,20,0,22.71,1D
1.4,480,3,80,20,0,19.75,1D
1.5,480,3,80,20,0,17.11,1D
1.6,480,3,80,20,0,14.83,1D
1.7,480,3,80,20,0,12.91,1D
0.7,480,5,80,20,0,11.43,1D
0.8,480,5,80,20,0,15.44,1D
0.9,480,5,80,20,0,18.25,1D
1.1,480,5,80,20,0,22.51,1D
1.2,480,5,80,20,0,21.34,1D
1.3,480,5,80,20,0,18.88,1D
1.4,480,5,80,20,0,16.37,1D
1.5,480,5,80,20,0,14.16,1D
1.6,480,5,80,20,0,12.29,1D
1.7,480,5,80,20,0,10.67,1D
0.7,480,7,80,20,0,9.71,1D
0.8,480,7,80,20,0,13.36,1D
0.9,480,7,80,20,0,15.85,1D
1.1,480,7,80,20,0,19.77,1D
1.2,480,7,80,20,0,18.63,1D
1.3,480,7,80,20,0,16.45,1D
1.4,480,7,80,20,0,14.25,1D
1.5,480,7,80,20,0,12.34,1D
1.6,480,7,80,20,0,10.68,1D
1.7,480,7,80,20,0,9.28,1D
0.7,480,9,80,20,0,8.53,1D
0.8,480,9,80,20,0,11.9,1D
0.9,480,9,80,20,0,14.2,1D
1.1,480,9,80,20,0,17.8,1D
1.2,480,9,80,20,0,16.68,1D
1.3,480,9,80,20,0,14.7,1D
1.4,480,9,80,20,0,12.76,1D
1.5,480,9,80,20,0,11.05,1D
1.6,480,9,80,20,0,9.57,1D
1.7,480,9,80,20,0,8.31,1D
0.7,500,3,80,20,0,16,1D
0.8,500,3,80,20,0,20.88,1D
0.9,500,3,80,20,0,24.45,1D
1.1,500,3,80,20,0,29.34,1D
1.2,500,3,80,20,0,27.99,1D
1.3,500,3,80,20,0,24.98,1D
1.4,500,3,80,20,0,21.79,1D
1.5,500,3,80,20,0,18.93,1D
1.6,500,3,80,20,0,16.46,1D
1.7,500,3,80,20,0,14.37,1D
0.7,500,5,80,20,0,12.83,1D
0.8,500,5,80,20,0,17.13,1D
0.9,500,5,80,20,0,20.12,1D
1.1,500,5,80,20,0,24.67,1D
1.2,500,5,80,20,0,23.49,1D
1.3,500,5,80,20,0,20.85,1D
1.4,500,5,80,20,0,18.16,1D
1.5,500,5,80,20,0,15.73,1D
1.6,500,5,80,20,0,13.68,1D
1.7,500,5,80,20,0,11.91,1D
0.7,500,7,80,20,0,10.93,1D
0.8,500,7,80,20,0,14.83,1D
0.9,500,7,80,20,0,17.51,1D
1.1,500,7,80,20,0,21.71,1D
1.2,500,7,80,20,0,20.54,1D
1.3,500,7,80,20,0,18.2,1D
1.4,500,7,80,20,0,15.84,1D
1.5,500,7,80,20,0,13.74,1D
1.6,500,7,80,20,0,11.95,1D
1.7,500,7,80,20,0,10.39,1D
0.7,500,9,80,20,0,9.62,1D
0.8,500,9,80,20,0,13.23,1D
0.9,500,9,80,20,0,15.71,1D
1.1,500,9,80,20,0,19.56,1D
1.2,500,9,80,20,0,18.42,1D
1.3,500,9,80,20,0,16.3,1D
1.4,500,9,80,20,0,14.2,1D
1.5,500,9,80,20,0,12.32,1D
1.6,500,9,80,20,0,10.7,1D
1.7,500,9,80,20,0,9.33,1D
0.7,360,3,70,30,0,9.38,1D
0.8,360,3,70,30,0,13.01,1D
0.9,360,3,70,30,0,15.81,1D
1.1,360,3,70,30,0,19.86,1D
1.2,360,3,70,30,0,18.76,1D
1.3,360,3,70,30,0,16.52,1D
1.4,360,3,70,30,0,14.3,1D
1.5,360,3,70,30,0,12.31,1D
1.6,360,3,70,30,0,10.62,1D
1.7,360,3,70,30,0,9.2,1D
0.7,360,5,70,30,0,7.21,1D
0.8,360,5,70,30,0,10.37,1D
0.9,360,5,70,30,0,12.71,1D
1.1,360,5,70,30,0,16.28,1D
1.2,360,5,70,30,0,15.29,1D
1.3,360,5,70,30,0,13.4,1D
1.4,360,5,70,30,0,11.52,1D
1.5,360,5,70,30,0,9.9,1D
1.6,360,5,70,30,0,8.54,1D
1.7,360,5,70,30,0,7.41,1D
0.7,360,7,70,30,0,5.97,1D
0.8,360,7,70,30,0,8.82,1D
0.9,360,7,70,30,0,10.88,1D
1.1,360,7,70,30,0,14.06,1D
1.2,360,7,70,30,0,13.11,1D
1.3,360,7,70,30,0,11.42,1D
1.4,360,7,70,30,0,9.84,1D
1.5,360,7,70,30,0,8.45,1D
1.6,360,7,70,30,0,7.29,1D
1.7,360,7,70,30,0,6.3,1D
0.7,360,9,70,30,0,5.14,1D
0.8,360,9,70,30,0,7.75,1D
0.9,360,9,70,30,0,9.64,1D
1.1,360,9,70,30,0,12.5,1D
1.2,360,9,70,30,0,11.57,1D
1.3,360,9,70,30,0,10.06,1D
1.4,360,9,70,30,0,8.66,1D
1.5,360,9,70,30,0,7.46,1D
1.6,360,9,70,30,0,6.43,1D
1.7,360,9,70,30,0,5.56,1D
0.7,380,3,70,30,0,10.67,1D
0.8,380,3,70,30,0,14.63,1D
0.9,380,3,70,30,0,17.68,1D
1.1,380,3,70,30,0,22.05,1D
1.2,380,3,70,30,0,20.85,1D
1.3,380,3,70,30,0,18.45,1D
1.4,380,3,70,30,0,16.03,1D
1.5,380,3,70,30,0,13.83,1D
1.6,380,3,70,30,0,11.97,1D
1.7,380,3,70,30,0,10.4,1D
0.7,380,5,70,30,0,8.24,1D
0.8,380,5,70,30,0,11.69,1D
0.9,380,5,70,30,0,14.24,1D
1.1,380,5,70,30,0,18.11,1D
1.2,380,5,70,30,0,17.08,1D
1.3,380,5,70,30,0,15.03,1D
1.4,380,5,70,30,0,12.97,1D
1.5,380,5,70,30,0,11.17,1D
1.6,380,5,70,30,0,9.68,1D
1.7,380,5,70,30,0,8.41,1D
0.7,380,7,70,30,0,6.85,1D
0.8,380,7,70,30,0,9.96,1D
0.9,380,7,70,30,0,12.2,1D
1.1,380,7,70,30,0,15.67,1D
1.2,380,7,70,30,0,14.69,1D
1.3,380,7,70,30,0,12.84,1D
1.4,380,7,70,30,0,11.1,1D
1.5,380,7,70,30,0,9.57,1D
1.6,380,7,70,30,0,8.27,1D
1.7,380,7,70,30,0,7.17,1D
0.7,380,9,70,30,0,5.92,1D
0.8,380,9,70,30,0,8.76,1D
0.9,380,9,70,30,0,10.82,1D
1.1,380,9,70,30,0,13.95,1D
1.2,380,9,70,30,0,12.99,1D
1.3,380,9,70,30,0,11.34,1D
1.4,380,9,70,30,0,9.79,1D
1.5,380,9,70,30,0,8.46,1D
1.6,380,9,70,30,0,7.31,1D
1.7,380,9,70,30,0,6.34,1D
0.7,400,3,70,30,0,12.09,1D
0.8,400,3,70,30,0,16.4,1D
0.9,400,3,70,30,0,19.72,1D
1.1,400,3,70,30,0,24.4,1D
1.2,400,3,70,30,0,23.1,1D
1.3,400,3,70,30,0,20.54,1D
1.4,400,3,70,30,0,17.89,1D
1.5,400,3,70,30,0,15.5,1D
1.6,400,3,70,30,0,13.44,1D
1.7,400,3,70,30,0,11.71,1D
0.7,400,5,70,30,0,9.38,1D
0.8,400,5,70,30,0,13.13,1D
0.9,400,5,70,30,0,15.88,1D
1.1,400,5,70,30,0,20.09,1D
1.2,400,5,70,30,0,19,1D
1.3,400,5,70,30,0,16.8,1D
1.4,400,5,70,30,0,14.54,1D
1.5,400,5,70,30,0,12.57,1D
1.6,400,5,70,30,0,10.91,1D
1.7,400,5,70,30,0,9.51,1D
0.7,400,7,70,30,0,7.83,1D
0.8,400,7,70,30,0,11.2,1D
0.9,400,7,70,30,0,13.64,1D
1.1,400,7,70,30,0,17.41,1D
1.2,400,7,70,30,0,16.39,1D
1.3,400,7,70,30,0,14.39,1D
1.4,400,7,70,30,0,12.49,1D
1.5,400,7,70,30,0,10.79,1D
1.6,400,7,70,30,0,9.35,1D
1.7,400,7,70,30,0,8.13,1D
0.7,400,9,70,30,0,6.78,1D
0.8,400,9,70,30,0,9.87,1D
0.9,400,9,70,30,0,12.11,1D
1.1,400,9,70,30,0,15.53,1D
1.2,400,9,70,30,0,14.53,1D
1.3,400,9,70,30,0,12.73,1D
1.4,400,9,70,30,0,11.03,1D
1.5,400,9,70,30,0,9.56,1D
1.6,400,9,70,30,0,8.28,1D
1.7,400,9,70,30,0,7.2,1D
0.7,420,3,70,30,0,13.64,1D
0.8,420,3,70,30,0,18.32,1D
0.9,420,3,70,30,0,21.9,1D
1.1,420,3,70,30,0,26.93,1D
1.2,420,3,70,30,0,25.52,1D
1.3,420,3,70,30,0,22.78,1D
1.4,420,3,70,30,0,19.91,1D
1.5,420,3,70,30,0,17.3,1D
1.6,420,3,70,30,0,15.06,1D
1.7,420,3,70,30,0,13.14,1D
0.7,420,5,70,30,0,10.63,1D
0.8,420,5,70,30,0,14.7,1D
0.9,420,5,70,30,0,17.67,1D
1.1,420,5,70,30,0,22.21,1D
1.2,420,5,70,30,0,21.07,1D
1.3,420,5,70,30,0,18.7,1D
1.4,420,5,70,30,0,16.25,1D
1.5,420,5,70,30,0,14.09,1D
1.6,420,5,70,30,0,12.27,1D
1.7,420,5,70,30,0,10.71,1D
0.7,420,7,70,30,0,8.91,1D
0.8,420,7,70,30,0,12.55,1D
0.9,420,7,70,30,0,15.2,1D
1.1,420,7,70,30,0,19.28,1D
1.2,420,7,70,30,0,18.23,1D
1.3,420,7,70,30,0,16.07,1D
1.4,420,7,70,30,0,13.99,1D
1.5,420,7,70,30,0,12.13,1D
1.6,420,7,70,30,0,10.53,1D
1.7,420,7,70,30,0,9.18,1D
0.7,420,9,70,30,0,7.74,1D
0.8,420,9,70,30,0,11.09,1D
0.9,420,9,70,30,0,13.51,1D
1.1,420,9,70,30,0,17.23,1D
1.2,420,9,70,30,0,16.19,1D
1.3,420,9,70,30,0,14.25,1D
1.4,420,9,70,30,0,12.38,1D
1.5,420,9,70,30,0,10.76,1D
1.6,420,9,70,30,0,9.35,1D
1.7,420,9,70,30,0,8.14,1D
0.7,440,3,70,30,0,15.32,1D
0.8,440,3,70,30,0,20.4,1D
0.9,440,3,70,30,0,24.27,1D
1.1,440,3,70,30,0,29.63,1D
1.2,440,3,70,30,0,28.1,1D
1.3,440,3,70,30,0,25.19,1D
1.4,440,3,70,30,0,22.1,1D
1.5,440,3,70,30,0,19.26,1D
1.6,440,3,70,30,0,16.8,1D
1.7,440,3,70,30,0,14.72,1D
0.7,440,5,70,30,0,12.02,1D
0.8,440,5,70,30,0,16.41,1D
0.9,440,5,70,30,0,19.62,1D
1.1,440,5,70,30,0,24.49,1D
1.2,440,5,70,30,0,23.29,1D
1.3,440,5,70,30,0,20.76,1D
1.4,440,5,70,30,0,18.11,1D
1.5,440,5,70,30,0,15.74,1D
1.6,440,5,70,30,0,13.74,1D
1.7,440,5,70,30,0,12.02,1D
0.7,440,7,70,30,0,10.1,1D
0.8,440,7,70,30,0,14.03,1D
0.9,440,7,70,30,0,16.89,1D
1.1,440,7,70,30,0,21.29,1D
1.2,440,7,70,30,0,20.21,1D
1.3,440,7,70,30,0,17.89,1D
1.4,440,7,70,30,0,15.62,1D
1.5,440,7,70,30,0,13.58,1D
1.6,440,7,70,30,0,11.83,1D
1.7,440,7,70,30,0,10.33,1D
0.7,440,9,70,30,0,8.79,1D
0.8,440,9,70,30,0,12.41,1D
0.9,440,9,70,30,0,15.04,1D
1.1,440,9,70,30,0,19.06,1D
1.2,440,9,70,30,0,18,1D
1.3,440,9,70,30,0,15.89,1D
1.4,440,9,70,30,0,13.86,1D
1.5,440,9,70,30,0,12.07,1D
1.6,440,9,70,30,0,10.51,1D
1.7,440,9,70,30,0,9.18,1D
0.7,460,3,70,30,0,17.18,1D
0.8,460,3,70,30,0,22.66,1D
0.9,460,3,70,30,0,26.83,1D
1.1,460,3,70,30,0,32.52,1D
1.2,460,3,70,30,0,30.88,1D
1.3,460,3,70,30,0,27.78,1D
1.4,460,3,70,30,0,24.45,1D
1.5,460,3,70,30,0,21.36,1D
1.6,460,3,70,30,0,18.69,1D
1.7,460,3,70,30,0,16.43,1D
0.7,460,5,70,30,0,13.54,1D
0.8,460,5,70,30,0,18.23,1D
0.9,460,5,70,30,0,21.72,1D
1.1,460,5,70,30,0,26.93,1D
1.2,460,5,70,30,0,25.68,1D
1.3,460,5,70,30,0,22.98,1D
1.4,460,5,70,30,0,20.12,1D
1.5,460,5,70,30,0,17.54,1D
1.6,460,5,70,30,0,15.35,1D
1.7,460,5,70,30,0,13.45,1D
0.7,460,7,70,30,0,11.4,1D
0.8,460,7,70,30,0,15.64,1D
0.9,460,7,70,30,0,18.72,1D
1.1,460,7,70,30,0,23.45,1D
1.2,460,7,70,30,0,22.34,1D
1.3,460,7,70,30,0,19.85,1D
1.4,460,7,70,30,0,17.39,1D
1.5,460,7,70,30,0,15.16,1D
1.6,460,7,70,30,0,13.24,1D
1.7,460,7,70,30,0,11.6,1D
0.7,460,9,70,30,0,9.93,1D
0.8,460,9,70,30,0,13.86,1D
0.9,460,9,70,30,0,16.68,1D
1.1,460,9,70,30,0,21.02,1D
1.2,460,9,70,30,0,19.93,1D
1.3,460,9,70,30,0,17.68,1D
1.4,460,9,70,30,0,15.45,1D
1.5,460,9,70,30,0,13.51,1D
1.6,460,9,70,30,0,11.8,1D
1.7,460,9,70,30,0,10.33,1D
0.7,480,3,70,30,0,19.2,1D
0.8,480,3,70,30,0,25.09,1D
0.9,480,3,70,30,0,29.58,1D
1.1,480,3,70,30,0,35.61,1D
1.2,480,3,70,30,0,33.85,1D
1.3,480,3,70,30,0,30.55,1D
1.4,480,3,70,30,0,26.98,1D
1.5,480,3,70,30,0,23.65,1D
1.6,480,3,70,30,0,20.74,1D
1.7,480,3,70,30,0,18.27,1D
0.7,480,5,70,30,0,15.19,1D
0.8,480,5,70,30,0,20.23,1D
0.9,480,5,70,30,0,23.99,1D
1.1,480,5,70,30,0,29.55,1D
1.2,480,5,70,30,0,28.24,1D
1.3,480,5,70,30,0,25.36,1D
1.4,480,5,70,30,0,22.27,1D
1.5,480,5,70,30,0,19.49,1D
1.6,480,5,70,30,0,17.1,1D
1.7,480,5,70,30,0,15.02,1D
0.7,480,7,70,30,0,12.84,1D
0.8,480,7,70,30,0,17.38,1D
0.9,480,7,70,30,0,20.7,1D
1.1,480,7,70,30,0,25.78,1D
1.2,480,7,70,30,0,24.62,1D
1.3,480,7,70,30,0,21.97,1D
1.4,480,7,70,30,0,19.32,1D
1.5,480,7,70,30,0,16.88,1D
1.6,480,7,70,30,0,14.79,1D
1.7,480,7,70,30,0,12.98,1D
0.7,480,9,70,30,0,11.2,1D
0.8,480,9,70,30,0,15.43,1D
0.9,480,9,70,30,0,18.46,1D
1.1,480,9,70,30,0,23.12,1D
1.2,480,9,70,30,0,22.02,1D
1.3,480,9,70,30,0,19.6,1D
1.4,480,9,70,30,0,17.19,1D
1.5,480,9,70,30,0,15.07,1D
1.6,480,9,70,30,0,13.19,1D
1.7,480,9,70,30,0,11.58,1D
0.7,500,3,70,30,0,21.4,1D
0.8,500,3,70,30,0,27.71,1D
0.9,500,3,70,30,0,32.54,1D
1.1,500,3,70,30,0,38.9,1D
1.2,500,3,70,30,0,37.02,1D
1.3,500,3,70,30,0,33.52,1D
1.4,500,3,70,30,0,29.69,1D
1.5,500,3,70,30,0,26.11,1D
1.6,500,3,70,30,0,23.01,1D
1.7,500,3,70,30,0,20.25,1D
0.7,500,5,70,30,0,16.99,1D
0.8,500,5,70,30,0,22.41,1D
0.9,500,5,70,30,0,26.43,1D
1.1,500,5,70,30,0,32.35,1D
1.2,500,5,70,30,0,30.98,1D
1.3,500,5,70,30,0,27.92,1D
1.4,500,5,70,30,0,24.61,1D
1.5,500,5,70,30,0,21.59,1D
1.6,500,5,70,30,0,18.99,1D
1.7,500,5,70,30,0,16.72,1D
0.7,500,7,70,30,0,14.38,1D
0.8,500,7,70,30,0,19.28,1D
0.9,500,7,70,30,0,22.84,1D
1.1,500,7,70,30,0,28.27,1D
1.2,500,7,70,30,0,27.08,1D
1.3,500,7,70,30,0,24.26,1D
1.4,500,7,70,30,0,21.39,1D
1.5,500,7,70,30,0,18.76,1D
1.6,500,7,70,30,0,16.46,1D
1.7,500,7,70,30,0,14.49,1D
0.7,500,9,70,30,0,12.58,1D
0.8,500,9,70,30,0,17.15,1D
0.9,500,9,70,30,0,20.39,1D
1.1,500,9,70,30,0,25.37,1D
1.2,500,9,70,30,0,24.23,1D
1.3,500,9,70,30,0,21.69,1D
1.4,500,9,70,30,0,19.08,1D
1.5,500,9,70,30,0,16.76,1D
1.6,500,9,70,30,0,14.71,1D
1.7,500,9,70,30,0,12.94,1D
0.7,360,3,60,40,0,13.23,1D
0.8,360,3,60,40,0,18.05,1D
0.9,360,3,60,40,0,21.97,1D
1.1,360,3,60,40,0,27.49,1D
1.2,360,3,60,40,0,26.08,1D
1.3,360,3,60,40,0,23.33,1D
1.4,360,3,60,40,0,20.47,1D
1.5,360,3,60,40,0,17.81,1D
1.6,360,3,60,40,0,15.54,1D
1.7,360,3,60,40,0,13.62,1D
0.7,360,5,60,40,0,10.03,1D
0.8,360,5,60,40,0,14.12,1D
0.9,360,5,60,40,0,17.29,1D
1.1,360,5,60,40,0,22.18,1D
1.2,360,5,60,40,0,21.16,1D
1.3,360,5,60,40,0,18.85,1D
1.4,360,5,60,40,0,16.43,1D
1.5,360,5,60,40,0,14.29,1D
1.6,360,5,60,40,0,12.49,1D
1.7,360,5,60,40,0,10.93,1D
0.7,360,7,60,40,0,8.24,1D
0.8,360,7,60,40,0,11.88,1D
0.9,360,7,60,40,0,14.68,1D
1.1,360,7,60,40,0,19.04,1D
1.2,360,7,60,40,0,18.09,1D
1.3,360,7,60,40,0,16.05,1D
1.4,360,7,60,40,0,13.97,1D
1.5,360,7,60,40,0,12.15,1D
1.6,360,7,60,40,0,10.58,1D
1.7,360,7,60,40,0,9.27,1D
0.7,360,9,60,40,0,7.05,1D
0.8,360,9,60,40,0,10.39,1D
0.9,360,9,60,40,0,12.94,1D
1.1,360,9,60,40,0,16.84,1D
1.2,360,9,60,40,0,15.93,1D
1.3,360,9,60,40,0,14.06,1D
1.4,360,9,60,40,0,12.26,1D
1.5,360,9,60,40,0,10.66,1D
1.6,360,9,60,40,0,9.29,1D
1.7,360,9,60,40,0,8.13,1D
0.7,380,3,60,40,0,15,1D
0.8,380,3,60,40,0,20.27,1D
0.9,380,3,60,40,0,24.52,1D
1.1,380,3,60,40,0,30.47,1D
1.2,380,3,60,40,0,28.94,1D
1.3,380,3,60,40,0,25.98,1D
1.4,380,3,60,40,0,22.86,1D
1.5,380,3,60,40,0,19.96,1D
1.6,380,3,60,40,0,17.46,1D
1.7,380,3,60,40,0,15.33,1D
0.7,380,5,60,40,0,11.42,1D
0.8,380,5,60,40,0,15.88,1D
0.9,380,5,60,40,0,19.34,1D
1.1,380,5,60,40,0,24.64,1D
1.2,380,5,60,40,0,23.56,1D
1.3,380,5,60,40,0,21.07,1D
1.4,380,5,60,40,0,18.43,1D
1.5,380,5,60,40,0,16.07,1D
1.6,380,5,60,40,0,14.09,1D
1.7,380,5,60,40,0,12.36,1D
0.7,380,7,60,40,0,9.42,1D
0.8,380,7,60,40,0,13.39,1D
0.9,380,7,60,40,0,16.45,1D
1.1,380,7,60,40,0,21.19,1D
1.2,380,7,60,40,0,20.2,1D
1.3,380,7,60,40,0,18,1D
1.4,380,7,60,40,0,15.71,1D
1.5,380,7,60,40,0,13.7,1D
1.6,380,7,60,40,0,11.97,1D
1.7,380,7,60,40,0,10.5,1D
0.7,380,9,60,40,0,8.08,1D
0.8,380,9,60,40,0,11.74,1D
0.9,380,9,60,40,0,14.51,1D
1.1,380,9,60,40,0,18.76,1D
1.2,380,9,60,40,0,17.83,1D
1.3,380,9,60,40,0,15.8,1D
1.4,380,9,60,40,0,13.82,1D
1.5,380,9,60,40,0,12.05,1D
1.6,380,9,60,40,0,10.53,1D
1.7,380,9,60,40,0,9.23,1D
0.7,400,3,60,40,0,16.93,1D
0.8,400,3,60,40,0,22.65,1D
0.9,400,3,60,40,0,27.27,1D
1.1,400,3,60,40,0,33.66,1D
1.2,400,3,60,40,0,32.02,1D
1.3,400,3,60,40,0,28.83,1D
1.4,400,3,60,40,0,25.45,1D
1.5,400,3,60,40,0,22.28,1D
1.6,400,3,60,40,0,19.53,1D
1.7,400,3,60,40,0,17.19,1D
0.7,400,5,60,40,0,12.96,1D
0.8,400,5,60,40,0,17.78,1D
0.9,400,5,60,40,0,21.56,1D
1.1,400,5,60,40,0,27.28,1D
1.2,400,5,60,40,0,26.14,1D
1.3,400,5,60,40,0,23.47,1D
1.4,400,5,60,40,0,20.6,1D
1.5,400,5,60,40,0,18.02,1D
1.6,400,5,60,40,0,15.83,1D
1.7,400,5,60,40,0,13.92,1D
0.7,400,7,60,40,0,10.71,1D
0.8,400,7,60,40,0,15.04,1D
0.9,400,7,60,40,0,18.35,1D
1.1,400,7,60,40,0,23.5,1D
1.2,400,7,60,40,0,22.48,1D
1.3,400,7,60,40,0,20.1,1D
1.4,400,7,60,40,0,17.61,1D
1.5,400,7,60,40,0,15.39,1D
1.6,400,7,60,40,0,13.49,1D
1.7,400,7,60,40,0,11.86,1D
0.7,400,9,60,40,0,9.22,1D
0.8,400,9,60,40,0,13.21,1D
0.9,400,9,60,40,0,16.21,1D
1.1,400,9,60,40,0,20.84,1D
1.2,400,9,60,40,0,19.87,1D
1.3,400,9,60,40,0,17.69,1D
1.4,400,9,60,40,0,15.53,1D
1.5,400,9,60,40,0,13.57,1D
1.6,400,9,60,40,0,11.88,1D
1.7,400,9,60,40,0,10.45,1D
0.7,420,3,60,40,0,19.05,1D
0.8,420,3,60,40,0,25.25,1D
0.9,420,3,60,40,0,30.24,1D
1.1,420,3,60,40,0,37.08,1D
1.2,420,3,60,40,0,35.31,1D
1.3,420,3,60,40,0,31.88,1D
1.4,420,3,60,40,0,28.25,1D
1.5,420,3,60,40,0,24.8,1D
1.6,420,3,60,40,0,21.79,1D
1.7,420,3,60,40,0,19.22,1D
0.7,420,5,60,40,0,14.63,1D
0.8,420,5,60,40,0,19.87,1D
0.9,420,5,60,40,0,23.95,1D
1.1,420,5,60,40,0,30.12,1D
1.2,420,5,60,40,0,28.9,1D
1.3,420,5,60,40,0,26.05,1D
1.4,420,5,60,40,0,22.95,1D
1.5,420,5,60,40,0,20.12,1D
1.6,420,5,60,40,0,17.7,1D
1.7,420,5,60,40,0,15.62,1D
0.7,420,7,60,40,0,12.13,1D
0.8,420,7,60,40,0,16.83,1D
0.9,420,7,60,40,0,20.43,1D
1.1,420,7,60,40,0,25.97,1D
1.2,420,7,60,40,0,24.92,1D
1.3,420,7,60,40,0,22.36,1D
1.4,420,7,60,40,0,19.67,1D
1.5,420,7,60,40,0,17.24,1D
1.6,420,7,60,40,0,15.14,1D
1.7,420,7,60,40,0,13.34,1D
0.7,420,9,60,40,0,10.46,1D
0.8,420,9,60,40,0,14.81,1D
0.9,420,9,60,40,0,18.06,1D
1.1,420,9,60,40,0,23.08,1D
1.2,420,9,60,40,0,22.08,1D
1.3,420,9,60,40,0,19.73,1D
1.4,420,9,60,40,0,17.38,1D
1.5,420,9,60,40,0,15.23,1D
1.6,420,9,60,40,0,13.37,1D
1.7,420,9,60,40,0,11.78,1D
0.7,440,3,60,40,0,21.35,1D
0.8,440,3,60,40,0,28.05,1D
0.9,440,3,60,40,0,33.44,1D
1.1,440,3,60,40,0,40.74,1D
1.2,440,3,60,40,0,38.84,1D
1.3,440,3,60,40,0,35.16,1D
1.4,440,3,60,40,0,31.23,1D
1.5,440,3,60,40,0,27.51,1D
1.6,440,3,60,40,0,24.23,1D
1.7,440,3,60,40,0,21.42,1D
0.7,440,5,60,40,0,16.48,1D
0.8,440,5,60,40,0,22.13,1D
0.9,440,5,60,40,0,26.56,1D
1.1,440,5,60,40,0,33.17,1D
1.2,440,5,60,40,0,31.86,1D
1.3,440,5,60,40,0,28.84,1D
1.4,440,5,60,40,0,25.48,1D
1.5,440,5,60,40,0,22.4,1D
1.6,440,5,60,40,0,19.75,1D
1.7,440,5,60,40,0,17.47,1D
0.7,440,7,60,40,0,13.68,1D
0.8,440,7,60,40,0,18.79,1D
0.9,440,7,60,40,0,22.68,1D
1.1,440,7,60,40,0,28.63,1D
1.2,440,7,60,40,0,27.54,1D
1.3,440,7,60,40,0,24.8,1D
1.4,440,7,60,40,0,21.9,1D
1.5,440,7,60,40,0,19.24,1D
1.6,440,7,60,40,0,16.94,1D
1.7,440,7,60,40,0,14.96,1D
0.7,440,9,60,40,0,11.83,1D
0.8,440,9,60,40,0,16.54,1D
0.9,440,9,60,40,0,20.03,1D
1.1,440,9,60,40,0,25.48,1D
1.2,440,9,60,40,0,24.45,1D
1.3,440,9,60,40,0,21.95,1D
1.4,440,9,60,40,0,19.39,1D
1.5,440,9,60,40,0,17.03,1D
1.6,440,9,60,40,0,14.99,1D
1.7,440,9,60,40,0,13.23,1D
0.7,460,3,60,40,0,23.86,1D
0.8,460,3,60,40,0,31.05,1D
0.9,460,3,60,40,0,36.88,1D
1.1,460,3,60,40,0,44.65,1D
1.2,460,3,60,40,0,42.6,1D
1.3,460,3,60,40,0,38.67,1D
1.4,460,3,60,40,0,34.41,1D
1.5,460,3,60,40,0,30.43,1D
1.6,460,3,60,40,0,26.87,1D
1.7,460,3,60,40,0,23.81,1D
0.7,460,5,60,40,0,18.44,1D
0.8,460,5,60,40,0,24.58,1D
0.9,460,5,60,40,0,29.36,1D
1.1,460,5,60,40,0,36.44,1D
1.2,460,5,60,40,0,35.04,1D
1.3,460,5,60,40,0,31.82,1D
1.4,460,5,60,40,0,28.21,1D
1.5,460,5,60,40,0,24.86,1D
1.6,460,5,60,40,0,21.97,1D
1.7,460,5,60,40,0,19.49,1D
0.7,460,7,60,40,0,15.39,1D
0.8,460,7,60,40,0,20.9,1D
0.9,460,7,60,40,0,25.1,1D
1.1,460,7,60,40,0,31.49,1D
1.2,460,7,60,40,0,30.36,1D
1.3,460,7,60,40,0,27.43,1D
1.4,460,7,60,40,0,24.32,1D
1.5,460,7,60,40,0,21.41,1D
1.6,460,7,60,40,0,18.9,1D
